"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
372892,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Matabeleland North",28.917299,-19.8939,"Saurischia","Massospondylidae"
372893,"Thecodontosaurus","omnivorous","sauropod",2.5,201.3,190.8,"Matabeleland North",28.917299,-19.893801,"Saurischia",null
379672,"Piveteausaurus",null,null,null,164.7,157.3,"Basse-Normandie",-0.0667,49.299999,"Saurischia","Megalosauridae"
380063,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.700001,"Saurischia",null
380646,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.716667,"Saurischia",null
380647,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.683332,"Saurischia",null
380649,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.683332,"Saurischia",null
380651,"Kinnareemimus",null,null,null,129.4,113,"Khon Kaen",102.25,16.683332,"Saurischia",null
380655,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.683332,"Saurischia",null
380882,"Phuwiangosaurus",null,null,null,129.4,113,"Kalasin",103.574928,16.679863,"Saurischia",null
380887,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.700001,"Saurischia",null
380889,"Phuwiangosaurus",null,null,null,129.4,113,"Khon Kaen",102.25,16.700001,"Saurischia",null
380894,"Phuwiangosaurus",null,null,null,129.4,113,"Kalasin",104.138924,16.541212,"Saurischia",null
380898,"Phuwiangosaurus",null,null,null,129.4,113,"Kalasin",104.090866,16.433556,"Saurischia",null
380916,"Siamotyrannus",null,null,null,129.4,113,"Khon Kaen",102.25,16.700001,"Saurischia","Metriacanthosauridae"
382123,"Allosaurus","carnivorous","large theropod",12,157.3,145,"New Mexico",-107.999168,35.286945,"Saurischia","Allosauridae"
382141,"Albertosaurus","carnivorous","large theropod",9,83.5,70.6,"New Mexico",-108.166946,36.269444,"Saurischia","Tyrannosauridae"
382142,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"New Mexico",-108.166946,36.269444,"Saurischia","Dromaeosauridae"
382153,"Dilophosauripus",null,null,null,199.3,182.7,"Arizona",-111.243332,36.101391,"Saurischia","Grallatoridae"
382508,"Aragosaurus","herbivorous","sauropod",18,145,139.8,"Aragón",-0.87934,40.661667,"Saurischia",null
382588,"Hypselosaurus","herbivorous","sauropod",12,70.6,66,"Cataluña",0.9,42.166668,"Saurischia","Titanosauridae"
383890,"Paronychodon","carnivorous","large theropod",5,83.5,70.6,"New Mexico",-108.513611,36.486111,"Saurischia","Troodontidae"
383951,"Paronychodon","carnivorous","large theropod",5,83.5,70.6,"New Mexico",-108.486115,36.486111,"Saurischia","Troodontidae"
384334,"Mamenchisaurus","herbivorous","sauropod",22,163.5,157.3,"Xinjiang",90,44.5,"Saurischia","Mamenchisauridae"
384369,"Brontosaurus","herbivorous","sauropod",22,157.3,145,"Colorado",-108.728699,39.128502,"Saurischia","Diplodocidae"
384371,"Ornithopsis",null,null,null,164.7,161.2,"England",-0.25,52.583302,"Saurischia",null
384372,"Ornithopsis",null,null,null,136.4,122.46,"England",-1.459825,50.651756,"Saurischia",null
384547,"Saurornitholestes","carnivorous","small theropod",1.5,83.6,72.1,"Montana",-112.182777,47.8125,"Saurischia","Dromaeosauridae"
384549,"Daspletosaurus","carnivorous","large theropod",9,83.6,72.1,"Montana",-112.182777,47.8125,"Saurischia","Tyrannosauridae"
384555,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Eastern Cape",27,-31.233334,"Saurischia",null
385293,"Massospondylus","omnivorous","sauropod",4,199.3,190.8,"Free State",27.450001,-29.200001,"Saurischia","Massospondylidae"
385301,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Eastern Cape",27.383329,-30.6,"Saurischia",null
385302,"Melanorosaurus","omnivorous","sauropod",12,228,201.3,"Eastern Cape",27.433332,-30.549999,"Saurischia",null
385563,"Pyroraptor",null,null,null,83.5,66,"Cataluña",-0.22,42.049999,"Saurischia","Dromaeosauridae"
385564,"Richardoestesia","carnivorous","small theropod",1.5,83.5,66,"Cataluña",-0.22,42.049999,"Saurischia","Dromaeosauridae"
385571,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Cataluña",1.22,42.529999,"Saurischia","Dromaeosauridae"
385575,"Richardoestesia","carnivorous","small theropod",1.5,70.6,66,"Cataluña",0.955962,42.161762,"Saurischia","Dromaeosauridae"
385604,"Eucnemesaurus",null,null,null,228,201.3,"Free State",28.233334,-28.5,"Saurischia","Riojasauridae"
385607,"Plateosauravus",null,null,null,228,201.3,"Eastern Cape",27.4167,-30.5333,"Saurischia","Plateosauridae"
385610,"Plateosauravus",null,null,null,228,201.3,"Eastern Cape",27.233299,-30.700001,"Saurischia","Plateosauridae"
385657,"Massospondylus","omnivorous","sauropod",4,201.3,190.8,"Free State",29.166668,-28.516666,"Saurischia","Massospondylidae"
386280,"Massospondylus","omnivorous","sauropod",4,199.3,190.8,"Free State",27.9333,-28.516701,"Saurischia","Massospondylidae"
387068,"Euhelopus","herbivorous","sauropod",10,125,100.5,"Liaoning",121.989998,41.81361,"Saurischia",null
387341,"Opisthocoelicaudia","herbivorous","sauropod",12,83.6,66,"Omnogov",100.455276,43.602501,"Saurischia","Saltasauridae"
387345,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.483612,43.572498,"Saurischia","Tyrannosauridae"
387347,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.374809,43.44128,"Saurischia","Tyrannosauridae"
387360,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.363052,43.481945,"Saurischia","Tyrannosauridae"
387400,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.456665,43.601665,"Saurischia","Tyrannosauridae"
387402,"Gallimimus","omnivorous","large theropod",6,83.6,66,"Omnogov",100.456665,43.601665,"Saurischia","Ornithomimidae"
388971,"Lirainosaurus",null,null,null,83.5,70.6,"Castilla y Leon",-2.634513,42.664555,"Saurischia",null
388982,"Lirainosaurus",null,null,null,83.5,70.6,"Castilla y Leon",-2.634513,42.664555,"Saurischia",null
389058,"Velociraptor","carnivorous","small theropod",1.8,83.6,66,"Omnogov Aimak",100.901947,43.664444,"Saurischia","Dromaeosauridae"
389060,"Shuvuuia","omnivorous","small theropod",0.6,83.6,66,"Omnogov Aimak",100.901947,43.664444,"Saurischia",null
389084,"Byronosaurus",null,null,null,83.6,66,"Omnogov",100.901947,43.664444,"Saurischia","Troodontidae"
389089,"Citipati","omnivorous","small theropod",2.1,83.6,66,"Omnogov",100.901947,43.664444,"Saurischia","Oviraptoridae"
389121,"Khaan","omnivorous","small theropod",1.8,83.6,66,"Omnogov Aimak",100.901947,43.664444,"Saurischia","Oviraptoridae"
389143,"Khaan","omnivorous","small theropod",1.8,83.6,66,"Omnogov Aimak",100.901947,43.664444,"Saurischia","Oviraptoridae"
392712,"Richardoestesia","carnivorous","small theropod",1.5,85.8,70.6,"Montana",-113.75,48.633301,"Saurischia","Dromaeosauridae"
392713,"Saurornitholestes","carnivorous","small theropod",1.5,85.8,70.6,"Montana",-113.75,48.633301,"Saurischia","Dromaeosauridae"
393081,"Tarbosaurus","carnivorous","large theropod",10,70.6,66,"Heilongjiang",130.449997,48.883331,"Saurischia","Tyrannosauridae"
393102,"Dromaeosaurus","carnivorous","small theropod",1.8,83.5,70.6,"Alberta",-111.484657,50.750553,"Saurischia","Dromaeosauridae"
393103,"Saurornitholestes","carnivorous","small theropod",1.5,83.5,70.6,"Alberta",-111.484657,50.750553,"Saurischia","Dromaeosauridae"
393104,"Troodon","carnivorous","small theropod",2,83.5,70.6,"Alberta",-111.484657,50.750553,"Saurischia","Troodontidae"
395215,"Fukuiraptor","carnivorous","large theropod",4.2,129.4,125,"Fukui",136.550003,36.116669,"Saurischia","Neovenatoridae"
395222,"Bagaraatan",null,null,null,83.6,66,"Omnogov",101.049721,43.52,"Saurischia",null
395224,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",101.029724,43.518055,"Saurischia","Tyrannosauridae"
395225,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.441391,43.581669,"Saurischia","Tyrannosauridae"
395227,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",101.052498,43.502499,"Saurischia","Tyrannosauridae"
395364,"Titanosaurus",null,null,null,72.1,66,"Gujarat",73.341942,23.057222,"Saurischia",null
396125,"Tyrannosaurus","carnivorous","large theropod",12,72.1,66,"Volgograd",44.0592,48.625599,"Saurischia","Tyrannosauridae"
396866,"Dromaeosaurus","carnivorous","small theropod",1.8,70.6,66,"Amur",130.859451,49.082779,"Saurischia","Dromaeosauridae"
401688,"Tyrannotitan",null,null,null,113,100.5,"Chubut",-68.833336,-43.783333,"Saurischia","Carcharodontosauridae"
401690,"Tyrannotitan",null,null,null,125,113,"Chubut",-68.583611,-43.842499,"Saurischia","Carcharodontosauridae"
401692,"Chubutisaurus","herbivorous","sauropod",23,113,93.9,"Chubut",-68.291664,-43.403889,"Saurischia",null
401695,"Timimus",null,null,null,122.46,109,"Victoria",143.403885,-38.781387,"Saurischia",null
401751,"Tyrannosaurus","carnivorous","large theropod",12,72.1,66,"Montana",-107.083,47.536201,"Saurischia","Tyrannosauridae"
402862,"Yangchuanosaurus","carnivorous","large theropod",10,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia","Metriacanthosauridae"
402864,"Shunosaurus","herbivorous","sauropod",10,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia",null
402867,"Gasosaurus","carnivorous","small theropod",4,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia",null
402868,"Datousaurus","herbivorous","sauropod",15,170.3,163.5,"Sichuan",104.852501,29.411388,"Saurischia",null
402869,"Megalosaurus","carnivorous","large theropod",9,155.7,150.8,"England",-2.7667,50.716702,"Saurischia","Megalosauridae"
403020,"Richardoestesia","carnivorous","small theropod",1.5,83.5,70.6,"Cataluña",0.9,42.166672,"Saurischia","Dromaeosauridae"
403027,"Allosaurus","carnivorous","large theropod",12,161.2,150.8,"Estremdura",-8.61667,39.849998,"Saurischia","Allosauridae"
403130,"Compsognathus","carnivorous","small theropod",0.65,157.3,152.1,"Leiria",-8.8,39.700001,"Saurischia","Compsognathidae"
403132,"Ceratosaurus","carnivorous","large theropod",6,157.3,152.1,"Leiria",-8.8,39.700001,"Saurischia",null
403133,"Richardoestesia","carnivorous","small theropod",1.5,157.3,152.1,"Leiria",-8.8,39.700001,"Saurischia","Dromaeosauridae"
403137,"Aviatyrannis",null,null,null,157.3,152.1,"Leiria",-8.8,39.700001,"Saurischia",null
403140,"Paronychodon","carnivorous","large theropod",5,157.3,152.1,"Leiria",-8.8,39.700001,"Saurischia","Troodontidae"
403400,"Deinocheirus","omnivorous","large theropod",10,70.6,66,"Omnogov",100.48278,43.566387,"Saurischia",null
403412,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.48333,43.566666,"Saurischia","Tyrannosauridae"
403438,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.456108,43.603058,"Saurischia","Tyrannosauridae"
403441,"Tarbosaurus","carnivorous","large theropod",10,83.6,66,"Omnogov",100.374809,43.441261,"Saurischia","Tyrannosauridae"
403444,"Gallimimus","omnivorous","large theropod",6,83.6,66,"Omnogov",100.369415,43.439934,"Saurischia","Ornithomimidae"
404787,"Gallimimus","omnivorous","large theropod",6,83.6,66,"Omnogov",101.044724,43.529167,"Saurischia","Ornithomimidae"
404802,"Conchoraptor","carnivorous","small theropod",1.5,83.5,70.6,"Omnogov",99.75,43.25,"Saurischia","Oviraptoridae"
404836,"Borogovia","carnivorous","small theropod",1.5,83.6,66,"Omnogov",100.456665,43.601665,"Saurischia","Troodontidae"
405116,"Suuwassea",null,null,null,155.7,145,"Montana",-108.75,45.25,"Saurischia","Dicraeosauridae"
405117,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"New Mexico",-103.634003,36.214001,"Saurischia","Diplodocidae"
405146,"Allosaurus","carnivorous","large theropod",12,157.3,152.1,"New Mexico",-106.940559,35.320278,"Saurischia","Allosauridae"
405147,"Diplodocus","herbivorous","sauropod",26,157.3,145,"New Mexico",-106.769997,35.563332,"Saurischia","Diplodocidae"
405148,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"New Mexico",-103.633888,36.214443,"Saurischia","Diplodocidae"
405199,"Apatosaurus","herbivorous","sauropod",21,157.3,152.1,"Colorado",-107.400002,38.450001,"Saurischia","Diplodocidae"
405200,"Allosaurus","carnivorous","large theropod",12,157.3,152.1,"Colorado",-107.400002,38.450001,"Saurischia","Allosauridae"
405201,"Allosaurus","carnivorous","large theropod",12,157.3,152.1,"Wyoming",-106.138054,41.980556,"Saurischia","Allosauridae"
405216,"Dilophosauripus",null,null,null,208.5,199.3,"Arizona",-111.164169,35.931667,"Saurischia","Grallatoridae"
405433,"Malawisaurus","herbivorous","sauropod",9,125,113,"Northern",34.025002,-10.283333,"Saurischia",null
405440,"Malawisaurus","herbivorous","sauropod",9,125,113,"Northern",34.025002,-10.283333,"Saurischia",null
405527,"Epachthosaurus",null,null,null,99.6,89.3,"Chubut",-69.616669,-45.316669,"Saurischia",null
405967,"Rapetosaurus",null,null,null,72.1,66,"Mahajanga",46.583328,-15.9,"Saurischia",null
405968,"Rapetosaurus",null,null,null,72.1,66,"Mahajanga",46.583332,-15.9,"Saurischia",null
405996,"Megalosaurus","carnivorous","large theropod",9,167.7,164.7,"England",-1.26667,51.866669,"Saurischia","Megalosauridae"
407849,"Rhoetosaurus","herbivorous","sauropod",15,170.3,168.3,"Queensland",149.050003,-26.083332,"Saurischia",null
408068,"Coelurus","carnivorous","small theropod",1.8,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia",null
408069,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia",null
408071,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia","Allosauridae"
408079,"Brachiosaurus","herbivorous","sauropod",30,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia","Brachiosauridae"
408081,"Ceratosaurus","carnivorous","large theropod",6,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia",null
408084,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia",null
408085,"Haplocanthosaurus","herbivorous","sauropod",21.5,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia",null
408087,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia","Allosauridae"
408088,"Brontosaurus","herbivorous","sauropod",22,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia","Diplodocidae"
408089,"Coelurus","carnivorous","small theropod",1.8,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia",null
408386,"Brachiosaurus","herbivorous","sauropod",30,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia","Brachiosauridae"
408395,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Wyoming",-106.041,41.893101,"Saurischia","Diplodocidae"
408396,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.041,41.893101,"Saurischia",null
408402,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia","Diplodocidae"
408733,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.079803,41.878601,"Saurischia",null
408734,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.079803,41.878601,"Saurischia","Allosauridae"
408737,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.079803,41.893101,"Saurischia","Allosauridae"
408738,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"Wyoming",-106.060402,41.878601,"Saurischia","Diplodocidae"
408739,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia","Allosauridae"
408740,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia",null
408747,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"Wyoming",-105.982803,41.9077,"Saurischia","Diplodocidae"
408748,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-105.982803,41.9077,"Saurischia",null
408749,"Barosaurus","herbivorous","sauropod",24,157.3,145,"Wyoming",-105.982803,41.9077,"Saurischia","Diplodocidae"
408750,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-105.982803,41.9077,"Saurischia","Allosauridae"
408755,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Wyoming",-106.078903,41.878601,"Saurischia","Diplodocidae"
408760,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia","Diplodocidae"
408761,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia",null
408762,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia","Allosauridae"
408763,"Coelurus","carnivorous","small theropod",1.8,157.3,145,"Wyoming",-106.021599,41.893101,"Saurischia",null
408772,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.00222,41.893055,"Saurischia",null
408773,"Coelurus","carnivorous","small theropod",1.8,157.3,145,"Wyoming",-106.00222,41.893055,"Saurischia",null
408774,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.00222,41.893055,"Saurischia","Allosauridae"
408830,"Brontosaurus","herbivorous","sauropod",22,157.3,145,"Wyoming",-106.002197,41.893101,"Saurischia","Diplodocidae"
408839,"Brontosaurus","herbivorous","sauropod",22,157.3,145,"Wyoming",-106.002197,41.893101,"Saurischia","Diplodocidae"
408852,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Wyoming",-106.1073,41.8825,"Saurischia",null
408853,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.1073,41.8825,"Saurischia","Allosauridae"
408854,"Coelurus","carnivorous","small theropod",1.8,157.3,145,"Wyoming",-106.1073,41.8825,"Saurischia",null
408855,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Wyoming",-106.1073,41.8825,"Saurischia","Diplodocidae"
408872,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-106.002197,41.893101,"Saurischia","Allosauridae"
408893,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia","Allosauridae"
408903,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Wyoming",-105.963402,41.9077,"Saurischia","Allosauridae"
408915,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.187332,39.653423,"Saurischia","Allosauridae"
408918,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.192596,39.675598,"Saurischia","Allosauridae"
408920,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"Colorado",-105.192596,39.675598,"Saurischia","Diplodocidae"
408921,"Diplodocus","herbivorous","sauropod",26,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia","Diplodocidae"
408922,"Allosaurus","carnivorous","large theropod",12,157.3,145,"Colorado",-105.224701,38.539501,"Saurischia","Allosauridae"
409321,"Apatosaurus","herbivorous","sauropod",21,157.3,145,"Colorado",-108.995796,39.2383,"Saurischia","Diplodocidae"
409322,"Camarasaurus","herbivorous","sauropod",23,157.3,145,"Colorado",-108.995796,39.2383,"Saurischia",null
